order,freq,single.sided.magnitude
1,0.0,5482.0
2,0.7272727272727273,98.2457494137985
3,1.4545454545454546,180.74458076417122
4,2.1818181818181817,239.63630842192754
5,2.909090909090909,268.28508218425424
6,3.6363636363636362,266.41302822490394
7,4.363636363636363,240.61745518837893
8,5.090909090909091,204.60691755356902
9,5.818181818181818,177.60255733034714
10,6.545454545454546,173.71487985495654
11,7.2727272727272725,186.30567553046146
12,8.0,197.39277495742678
13,8.727272727272727,195.54000043072048
14,9.454545454545455,179.16341564260802
15,10.181818181818182,154.47486012945163
16,10.909090909090908,132.69877924223192
17,11.636363636363637,123.53666105817244
18,12.363636363636363,125.2629595787108
19,13.090909090909092,127.03682868889304
20,13.818181818181818,120.49098919263719
21,14.545454545454545,103.83565014503706
22,15.272727272727273,80.77533229474126
23,16.0,58.85654079715072
24,16.727272727272727,46.540154363126334
25,17.454545454545453,44.13610308218135
26,18.181818181818183,42.278663694040546
27,18.90909090909091,35.64888712315929
28,19.636363636363637,27.504774268684816
29,20.363636363636363,27.504774268684812
30,21.09090909090909,35.6488871231593
31,21.818181818181817,42.278663694040546
32,22.545454545454547,44.13610308218133
33,23.272727272727273,46.54015436312632
34,24.0,58.85654079715072
35,24.727272727272727,80.77533229474126
36,25.454545454545453,103.83565014503706
37,26.181818181818183,120.49098919263717
38,26.90909090909091,127.03682868889305
39,27.636363636363637,125.26295957871079
40,28.363636363636363,123.53666105817248
41,29.09090909090909,132.69877924223192
42,29.818181818181817,154.47486012945157
43,30.545454545454547,179.16341564260802
44,31.272727272727273,195.54000043072043
45,32.0,197.3927749574268
46,32.72727272727273,186.30567553046146
47,33.45454545454545,173.71487985495654
48,34.18181818181818,177.6025573303471
49,34.90909090909091,204.60691755356908
50,35.63636363636363,240.6174551883789
51,36.36363636363637,266.41302822490394
52,37.09090909090909,268.28508218425424
53,37.81818181818182,239.63630842192748
54,38.54545454545455,180.74458076417122
